,Agency Name,City_x,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,place_id,City_y,state_id,lat,lon
23,Metropolitan Atlanta Rapid Transit Authority (MARTA),Atlanta,1.247665052557997,1.4854613715179836,1.3295085510611107,1.6240356028250615,1.3610545994369643,0.9590468461938507,0.7562467002742946,1.1269389065852227,1.3105869397674754,1.77344512590501,1.623324978876791,1.2420116719351317,1.1370878991071283,2.0777286572766718,2.604024241258463,4.81605692630217,"Atlanta, GA",Atlanta,GA,33.7627,-84.4224
24,New Jersey Transit Corporation,Newark,2.5482687281502967,2.5234768038422244,2.146558077712931,3.469834634420435,2.34315050036216,3.329471038889327,1.1632585774631268,1.8813053772752912,2.357647018037355,1.9446829791704672,1.7524799702442928,1.6792414393922743,1.7460421600883536,1.7511240417203797,2.6540824548612494,4.939880486834748,"Newark, NJ",Newark,NJ,40.7245,-74.1725
25,New Orleans Regional Transit Authority (NORTA),New Orleans,0.0,,1.1673720412685358,3.2488546480754676,3.7547430842598732,3.971080229442429,1.316531951044637,1.9914361982040503,0.4885616122256732,0.2750249003600343,0.17451249757667645,0.4046885475875018,0.9637550028252846,0.7068878745648234,0.605147245974945,1.6666178769145938,"New Orleans, LA",New Orleans,LA,30.0687,-89.9288
26,Northeast Illinois Regional Commuter Railroad Corporation,Chicago,4.915617321006334,3.4434719893782733,2.220007301003999,1.9068338816976662,2.4430165088911138,3.7605828951540063,5.046012805579843,3.6657441551015446,3.9847446374148547,3.3833637949451956,3.2027557562028015,3.37637735914621,3.1372800244332892,3.805952961126177,4.981049784626282,17.029064257904967,"Chicago, IL",Chicago,IL,41.8373,-87.6862
27,Northern Indiana Commuter Transportation District (NICTD),Chesterton,7.797080523026072,6.881718925105057,11.771752048200604,8.27420665107,7.497384219035267,8.438582802457738,6.584506945349437,2.969433477513414,3.499352079859692,3.7487073860806155,3.729371022202957,14.03051728271044,15.414530236046671,15.066978178029096,15.720657156178746,104.55249037987075,"Chesterton, IN",Chesterton,IN,41.5997,-87.0548
28,Pace - Suburban Bus Division,Arlington Heights,0.9414770669610174,0.9452815491104536,0.7948081631553733,0.8095146910538209,0.8103082143304601,1.425357217285892,0.6921110933415843,1.1846158070440092,1.4415207787438937,1.8939729094022975,1.6778854902025202,2.3717685497440057,3.64951874052115,2.342410133311017,0.9806614851437206,5.294397401749285,"Arlington Heights, IL",Arlington Heights,IL,42.0955,-87.9825
29,Peninsula Corridor Joint Powers Board (PCJPB),San Carlos,5.961039789740516,8.466692071858745,7.237340163611733,6.752398429159305,5.715580791476747,5.338796258022904,6.553350410689884,5.398619561560629,5.128337754103828,6.101412923077597,6.688323601438922,7.003319863782898,12.733956795546822,16.83167264395813,22.96894633674309,74.25867676244054,"San Carlos, CA",San Carlos,CA,37.4982,-122.268
30,Port Authority of Allegheny County,Pittsburgh,2.049088281137716,0.8694671627406513,1.8738577618356205,1.9733232850545654,2.195928519651024,2.6367923681990764,2.7354182460064833,2.015136279541686,1.0447911601320963,1.0297656433779425,1.0062782900901015,1.319941944049916,1.515749990939317,1.9223811411318341,1.465194828913764,2.7799789502905465,"Pittsburgh, PA",Pittsburgh,PA,40.4396,-79.9762
31,Rhode Island Public Transit Authority (RIPTA),Providence,0.22234008113388742,0.3978050431769241,0.19980886550387192,0.19179275590595338,0.9589260261562607,1.331623755009584,2.527224789534548,0.2606378702859441,1.616117462885875,0.2625533937859088,0.21209793533612847,0.8149514776161951,1.121829607806022,0.36550915274492357,0.6456134093803687,3.149653612624277,"Providence, RI",Providence,RI,41.823,-71.4187
32,San Diego Metropolitan Transit System (MTS),San Diego,0.0,0.0,2.282358744247003,0.817145284354764,1.134997838449037,0.7273547804800048,0.7259674473785626,2.298513648694724,3.272019118567679,2.2799632102115477,3.2202838707745776,1.539209451183506,1.2017570391340155,1.766826630522627,1.9237236196000047,3.1743044663386932,"San Diego, CA",San Diego,CA,32.8312,-117.1225
